	CS1-bacterial	CS2-bacterial	CS3-bacterial	FS1-bacterial	FS2-bacterial	FS3-bacterial	SC1-bacterial	SC2-bacterial	SC3-bacterial	WS1-bacterial	WS2-bacterial	WS3-bacterial
ASV_22399	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22400	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22401	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22402	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22403	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22404	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22405	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22406	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22407	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22408	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22409	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22410	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22411	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22412	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22413	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22414	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22415	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22416	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22417	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22418	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22419	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22420	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22421	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22422	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22423	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22424	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22425	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22426	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22427	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22428	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22429	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22430	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22431	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22432	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22433	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22434	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22435	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22436	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22437	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22438	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22439	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22440	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22441	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22442	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22443	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22444	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22445	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22446	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22447	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22448	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22449	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22450	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22451	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22452	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22453	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22454	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22455	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22456	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22457	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22458	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22459	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22460	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22461	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22462	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22463	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22464	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22465	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22466	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22467	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22468	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22469	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22470	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22471	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22472	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22473	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22474	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22475	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22476	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22477	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22478	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22479	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22480	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22481	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22482	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22483	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22484	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22485	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22486	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22487	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22488	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22489	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22490	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22491	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22492	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22493	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22494	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22495	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22496	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22497	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22498	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22499	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22500	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22501	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22502	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22503	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22504	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22505	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22506	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22507	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22508	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22509	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22510	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22511	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22512	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22513	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22514	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22515	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22516	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22517	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22518	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22519	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22520	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22521	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22522	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22523	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22524	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22525	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22526	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22527	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22528	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22529	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22530	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22531	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22532	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22533	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22534	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22535	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22536	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22537	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22538	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22539	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22540	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22541	0	0	5	0	0	0	0	0	0	0	0	0
ASV_22542	0	0	3	0	2	0	0	0	0	0	0	0
ASV_22543	0	0	3	2	0	0	0	0	0	0	0	0
ASV_22544	0	0	2	0	0	0	0	3	0	0	0	0
ASV_22545	0	0	2	0	0	0	0	0	0	3	0	0
ASV_22546	0	0	1	0	0	0	0	0	0	3	0	1
ASV_22547	0	0	1	1	0	0	0	0	1	0	1	1
ASV_22548	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22549	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22550	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22551	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22552	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22553	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22554	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22555	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22556	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22557	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22558	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22559	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22560	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22561	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22562	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22563	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22564	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22565	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22566	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22567	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22568	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22569	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22570	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22571	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22572	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22573	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22574	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22575	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22576	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22577	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22578	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22579	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22580	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22581	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22582	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22583	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22584	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22585	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22586	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22587	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22588	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22589	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22590	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22591	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22592	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22593	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22594	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22595	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22596	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22597	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22598	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22599	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22600	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22601	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22602	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22603	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22604	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22605	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22606	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22607	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22608	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22609	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22610	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22611	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22612	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22613	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22614	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22615	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22616	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22617	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22618	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22619	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22620	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22621	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22622	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22623	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22624	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22625	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22626	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22627	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22628	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22629	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22630	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22631	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22632	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22633	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22634	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22635	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22636	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22637	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22638	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22639	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22640	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22641	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22642	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22643	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22644	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22645	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22646	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22647	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22648	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22649	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22650	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22651	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22652	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22653	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22654	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22655	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22656	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22657	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22658	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22659	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22660	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22661	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22662	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22663	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22664	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22665	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22666	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22667	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22668	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22669	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22670	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22671	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22672	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22673	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22674	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22675	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22676	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22677	0	0	0	5	0	0	0	0	0	0	0	0
ASV_22678	0	0	0	4	0	0	0	0	0	0	1	0
ASV_22679	0	0	0	3	2	0	0	0	0	0	0	0
ASV_22680	0	0	0	3	2	0	0	0	0	0	0	0
ASV_22681	0	0	0	3	2	0	0	0	0	0	0	0
ASV_22682	0	0	0	3	0	2	0	0	0	0	0	0
ASV_22683	0	0	0	2	2	1	0	0	0	0	0	0
ASV_22684	0	0	0	2	0	0	0	0	0	0	0	3
ASV_22685	0	0	0	2	0	0	0	0	0	0	1	2
ASV_22686	0	0	0	2	3	0	0	0	0	0	0	0
ASV_22687	0	0	0	2	0	0	0	0	0	0	3	0
ASV_22688	0	0	0	1	2	0	0	0	0	0	0	2
ASV_22689	0	0	0	1	4	0	0	0	0	0	0	0
ASV_22690	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22691	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22692	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22693	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22694	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22695	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22696	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22697	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22698	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22699	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22700	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22701	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22702	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22703	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22704	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22705	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22706	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22707	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22708	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22709	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22710	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22711	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22712	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22713	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22714	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22715	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22716	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22717	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22718	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22719	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22720	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22721	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22722	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22723	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22724	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22725	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22726	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22727	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22728	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22729	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22730	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22731	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22732	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22733	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22734	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22735	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22736	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22737	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22738	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22739	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22740	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22741	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22742	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22743	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22744	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22745	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22746	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22747	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22748	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22749	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22750	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22751	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22752	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22753	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22754	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22755	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22756	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22757	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22758	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22759	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22760	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22761	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22762	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22763	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22764	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22765	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22766	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22767	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22768	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22769	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22770	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22771	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22772	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22773	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22774	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22775	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22776	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22777	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22778	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22779	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22780	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22781	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22782	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22783	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22784	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22785	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22786	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22787	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22788	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22789	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22790	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22791	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22792	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22793	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22794	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22795	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22796	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22797	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22798	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22799	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22800	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22801	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22802	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22803	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22804	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22805	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22806	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22807	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22808	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22809	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22810	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22811	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22812	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22813	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22814	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22815	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22816	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22817	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22818	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22819	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22820	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22821	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22822	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22823	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22824	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22825	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22826	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22827	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22828	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22829	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22830	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22831	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22832	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22833	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22834	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22835	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22836	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22837	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22838	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22839	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22840	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22841	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22842	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22843	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22844	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22845	0	0	0	0	5	0	0	0	0	0	0	0
ASV_22846	0	0	0	0	5	0	0	0	0	0	0	0
